Indoor_Temperature,Outdoor_Temperature,Humidity,Occupancy,Weather_Condition,Time_of_Day,Sunlight_Intensity,Room_Size,Window_State,Ideal_Temperature
25.7,13.48,27.99,4,Cloudy,Afternoon,9.7,20.4,Closed,22
34.08,39.92,28.09,5,Stormy,Morning,9.7,32.3,Closed,21
29.51,10.01,38.66,1,Windy,Evening,9.9,24.4,Open,23.01
23.13,40.88,64.72,6,Cloudy,Morning,9.8,19.1,Open,21.01
21.2,10.69,30.3,8,Windy,Morning,1.9,17.9,Closed,24
23.16,36.52,40.81,1,Stormy,Night,6.7,35.5,Open,22.99
19.58,22.66,35.58,2,Cloudy,Night,4.3,46.4,Closed,23
20.45,35.84,59.37,7,Windy,Evening,7.5,12.3,Closed,21
19.78,24.06,22.51,2,Humid,Afternoon,4.4,19.8,Closed,23.01
25.19,12.48,29.83,9,Stormy,Night,4.1,,Closed,22
31.52,36.86,30.53,6,Stormy,Evening,9.1,49.5,Open,22
20.4,12.49,69.65,5,Stormy,Night,5.2,37.3,Open,20.99
20.22,42.27,48.54,7,Cloudy,Night,7.5,12.1,Closed,22
28.94,11.78,26.95,8,Stormy,Afternoon,6.7,17.2,Open,23
21.35,26.78,33.61,9,Windy,Afternoon,6.7,23.9,Open,23.99
19.66,35.31,28.39,6,Humid,Night,3.8,16.3,Open,24
20.84,23.76,26.23,5,Windy,Night,2.9,17.3,Open,24
33.7,17.6,59.86,7,Windy,Afternoon,8.9,20.9,Closed,20.99
31.97,36.57,44.79,2,Stormy,Afternoon,0.7,24.9,Open,23.99
24.02,37.45,51.56,8,Humid,Evening,2.1,25.7,Closed,22.01
29.15,42.29,36.56,4,Humid,Night,1.8,30,Open,24.99
27.13,23.17,47.68,1,Humid,Afternoon,9.5,47.1,Open,23.01
29.51,27.72,32.88,3,Humid,Night,0.5,49.7,Open,25
29.61,22.71,35.4,9,Rainy,Evening,0.6,10.8,Closed,23.49
28.69,19,52.61,4,Humid,Morning,2.7,29.8,Closed,22.01
22.52,36.29,27.52,3,Stormy,Night,3.2,40.1,Closed,22
18.66,21.89,50.86,4,Humid,Evening,5.8,12.9,Closed,22
25.74,24.99,62.61,3,Windy,Morning,9.6,47.6,Closed,20
33.15,24.13,26.02,3,Rainy,Night,4.9,47.5,Closed,22.5
27.68,34.94,64.87,2,Windy,Evening,3.2,18.3,Closed,20.99
32.15,42.12,23.97,6,Stormy,Morning,8.3,41.4,Open,21.99
34.86,33.34,37.45,6,Stormy,Evening,4.2,33.3,Open,23
20.78,26.51,50.53,4,Humid,Evening,1.8,11.4,Open,24
29.76,37.27,47.97,8,Stormy,Evening,8,21.9,Closed,21
29.46,32.43,24.82,6,Rainy,Evening,0.5,20.5,Closed,23.5
34.66,12.12,59.95,8,Windy,Morning,2.4,45.2,Open,22.99
34.76,13.35,68.66,6,Stormy,Afternoon,6.5,45.9,Closed,19.99
29.67,11.33,29.06,9,Stormy,Evening,1.5,11.4,Closed,23
22.14,25.99,64.76,3,Rainy,Morning,2.9,39.7,Open,21.51
31.58,38.9,47.84,3,Cloudy,Evening,4.2,14.8,Open,24
19.82,20.96,66.8,2,Cloudy,Night,4.3,41.6,Open,21.99
31.27,23.45,28.8,6,Rainy,Night,9.7,43.8,Open,22.51
33.47,41.83,59.6,7,Stormy,Afternoon,6.9,12.4,Closed,21
24.51,39.29,22.99,7,Rainy,Morning,0.9,23.1,Closed,23.51
28.72,33.28,64.16,5,Rainy,Night,2.6,25.2,Open,21.5
25.31,19.34,53.71,6,Cloudy,Morning,6.4,48.2,Open,23
25.44,14.1,38.51,7,Humid,Night,7.3,24.8,Open,23.01
23.28,10.56,29.52,2,Stormy,Morning,4.1,20.2,Closed,22
30.96,13.75,60.83,7,Windy,Evening,8.6,34.8,Closed,20
33.92,20.24,50.16,1,Rainy,Evening,9.5,16.4,Closed,20.49
33.99,29.31,38.02,6,Cloudy,Night,6.3,35,Open,24
20.97,12.24,42.19,8,Humid,Afternoon,5.8,28.3,Open,24
32.87,14.77,61.33,1,Stormy,Night,7.6,39.3,Open,20
30.54,16.34,36.95,1,Rainy,Night,7.9,33.2,Closed,21.5
22.3,32.12,24.48,6,Cloudy,Afternoon,2.5,17.1,Closed,23
19.14,31.55,65.56,5,Rainy,Evening,5.1,47.5,Open,21.49
22.56,29.28,39.37,3,Windy,Evening,4.8,28,Closed,23.01
33.51,18.77,37.42,7,Stormy,Night,9.4,39.8,Open,22
28.76,22.99,30.22,7,Stormy,Morning,1.6,31.3,Closed,23.01
30.26,13.38,64.87,7,Stormy,Night,9.5,44.6,Open,19.99
22.37,17.93,30.88,6,Stormy,Evening,5.9,23.5,Closed,22.01
30.23,41.42,51.83,4,Cloudy,Morning,3.2,35.6,Closed,22
18.48,44.29,64.04,9,Windy,Afternoon,8.8,13.2,Closed,19.99
24.38,32.67,21.75,9,Rainy,Evening,1,13.1,Open,24.5
28.65,42.09,61.44,7,Cloudy,Afternoon,3.5,43.7,Closed,21
20.48,32.5,40.53,7,Humid,Evening,7.6,42.7,Closed,22
31.99,11.16,52.9,8,Stormy,Evening,8.4,24.4,Closed,19.99
22,44.89,38.62,5,Stormy,Morning,2.1,37,Closed,22
29.09,13.46,54.78,9,Rainy,Evening,9.4,43.2,Open,21.51
24.89,33.89,32.71,6,Stormy,Night,1,15.8,Open,24.01
28.13,18.85,21.1,7,Stormy,Afternoon,4.6,49.4,Open,23
19.83,23.72,67.39,7,Rainy,Evening,1.4,45.4,Closed,21.5
18.29,32.61,20.82,9,Windy,Night,1.4,37.6,Closed,24
33.46,25.28,61.2,7,Cloudy,Afternoon,9.2,31.7,Closed,20
22.58,18.77,28.46,3,Windy,Night,9.1,45.8,Closed,21.99
31.93,21.71,39.61,6,Rainy,Evening,6.3,39.6,Closed,22.5
34.99,21.95,61.12,6,Stormy,Night,9.7,33.4,Closed,19.01
21.59,43.58,30.3,7,Stormy,Afternoon,5.2,45.7,Open,23
22.51,37.95,63.29,6,Windy,Afternoon,7.9,18.4,Closed,20
29.27,26.05,44.89,4,Humid,Afternoon,1.4,19.8,Open,24.99
34.41,16.99,38.31,6,Cloudy,Evening,4.3,47.2,Open,24
33.57,38.39,53.12,3,Stormy,Morning,5.4,12.7,Open,21.99
26.55,15.5,37.07,1,Rainy,Night,7.9,11.8,Closed,21.5
31.52,17.37,37.36,1,Windy,Afternoon,3.7,41.7,Closed,23
20.31,22.81,56.68,5,Cloudy,Afternoon,9.8,26.6,Open,22
34.62,40.81,35.49,8,Humid,Morning,7.5,46.7,Open,23.01
34.39,14.61,30.04,3,Stormy,Afternoon,5.6,22,Open,23.01
20.78,14.28,60.38,2,Windy,Afternoon,3.6,21.5,Closed,20.99
23.09,27.29,60.27,8,Stormy,Evening,6.6,48.3,Closed,20
19.7,19.67,44.88,9,Windy,Morning,6.9,32.2,Open,24
22.62,29.91,46.33,9,Humid,Afternoon,7,34.5,Closed,23.01
31.87,25.81,54.8,2,Rainy,Evening,6.1,45.9,Open,22.5
24.43,25.22,45.46,8,Rainy,Evening,4.3,25.2,Closed,22.51
19.5,13.92,40.85,2,Cloudy,Evening,8.3,19.9,Open,23
23.82,14.94,69.74,7,Stormy,Evening,3,32.8,Open,20.99
34.68,38.74,27.38,8,Stormy,Morning,6.4,26.4,Open,23.01
28.7,41.01,49.64,1,Stormy,Morning,5,16.5,Open,23
25.07,18.21,64.29,8,Rainy,Evening,9,14.7,Closed,19.49
20.83,13.97,54.36,3,Cloudy,Morning,6.1,39,Closed,22
34.77,11.87,64.05,1,Rainy,Night,8.6,11.4,Closed,19.5
31.95,31.29,36.82,7,Windy,Night,9.6,31.1,Open,22.99
22.79,35.04,33.6,3,Stormy,Evening,1.7,23.2,Closed,23.01
19.19,23.05,62.56,8,Windy,Afternoon,5.8,16,Open,21.99
18.96,33.79,39.71,9,Humid,Afternoon,8.9,45.6,Open,23
20.05,34.95,55.48,2,Windy,Error,8.8,39.6,Closed,21
27.87,42.74,27.39,1,Windy,Evening,,40.9,Open,24.01
33.79,12.27,57.79,8,Windy,Night,5.1,27.4,Open,23
26.44,16.73,47.45,6,Rainy,Night,2.6,35.9,Closed,22.5
32.33,12.4,33.43,1,Windy,Afternoon,9,13.6,Closed,22
25.58,40.38,44.73,3,Stormy,Night,0.5,15.6,Open,24
30.05,37.74,54.85,9,Cloudy,Evening,2.6,22.9,Open,22.99
30.44,30.11,20.59,9,Humid,Afternoon,4.4,28.3,Closed,23.01
20.96,12.93,51.87,6,Stormy,Afternoon,2.6,13.8,Open,21.99
24.14,19.57,47.08,3,Cloudy,Night,9.7,32.6,Closed,21.99
28.83,20.42,31.01,8,Stormy,Morning,2.8,19.6,Open,23
19.2,29.63,57.65,6,Windy,Night,3.9,41,Open,23
24.15,19.03,35.17,1,Humid,Evening,2.2,10,Closed,23.01
27.09,12.55,33.84,6,Stormy,Morning,9.3,44.6,Closed,21
34.94,35.58,43.56,5,Humid,Evening,4.4,39.3,Open,24.01
26.07,20.47,53.81,8,Rainy,Afternoon,3,31.8,Closed,21.51
31.87,25.83,66.44,2,Rainy,Evening,2.8,39.5,Closed,20.51
25.35,14.47,27.07,7,Windy,Evening,6.1,24.6,Open,24
31.54,38.09,39.82,6,Windy,Evening,9.8,16.5,Open,22.99
28.12,29.79,23.35,1,Rainy,Night,9.8,10.4,Open,22.5
33.07,41.56,57.93,8,Stormy,Night,9.8,31.9,Open,20.99
24.99,27.34,42.39,6,Cloudy,Evening,4.2,21.7,Open,24.01
28.27,42.95,55.35,3,Cloudy,Night,9.2,18.5,Open,22
28.71,41.22,36.11,5,Rainy,Afternoon,4.7,44.7,Open,23.5
25.1,30.18,62.22,7,Cloudy,Afternoon,5.4,39,Open,21.99
20.45,42.69,46.74,9,Stormy,Morning,5.4,49.6,Closed,22
19.59,21.31,67.18,4,Cloudy,Night,1.1,36.5,Closed,21.99
18.28,22.8,23.94,2,Cloudy,Night,2.2,45.8,Open,24
32.85,11.59,45.71,3,Rainy,Evening,8.9,14.7,Closed,21.5
22.02,30.62,58.32,7,Humid,Morning,9,38.9,Closed,20.99
21.6,35.27,50.01,8,Humid,Afternoon,2.4,13.4,Closed,22
30.51,37.07,21.16,5,Stormy,Afternoon,3.4,13.8,Open,23.01
23.44,15.24,68.62,3,Humid,Evening,8.4,44.3,Open,20.99
26.6,25.55,34.91,1,Windy,Night,2.4,24.4,Open,24
20.76,16.19,32.46,1,Rainy,Evening,8.9,22.7,Open,22.5
34.32,33.17,44.28,2,Humid,Morning,8.3,17.4,Open,23
32.48,15.53,47.11,5,Cloudy,Afternoon,8.2,29.4,Closed,22
32.68,41.65,58.31,3,Humid,Morning,9,18.1,Open,22
24.92,18.07,39.66,7,Rainy,Afternoon,8.9,31.5,Open,22.51
30.96,20.2,42,2,Cloudy,Afternoon,9.2,36.4,Error,22
20.45,39.78,46.75,2,Cloudy,Morning,8.9,36.2,Open,22.99
18.15,26.05,39.72,3,Rainy,Afternoon,6.3,24.6,Open,23.49
18.34,10.84,65.73,1,Stormy,Afternoon,2,38.2,Closed,19.99
27.97,27.31,62.56,2,Stormy,Morning,6.3,20.6,Closed,20
25.74,12.96,42.75,5,Rainy,Afternoon,9.5,42.3,Closed,21.5
26.81,44.49,20.01,3,Rainy,Morning,9.7,10,Closed,21.51
18.13,30.58,65.05,6,Rainy,Evening,7.4,48.7,Closed,19.5
25.19,18.98,26.22,2,Cloudy,Night,7.1,27.3,Closed,22
30.21,29.73,32.23,8,Cloudy,Night,9.4,23.4,Open,23.01
25.53,12.69,27.62,4,Rainy,Night,3.3,35,Closed,22.49
30.45,38,28.99,3,Cloudy,Afternoon,1.9,45.2,Closed,24
21.96,42.39,60.14,5,Windy,Morning,3.3,24.1,Closed,20.99
31.82,40.61,48.98,8,Rainy,Night,9.5,12.8,Closed,21.51
28,21.96,67.8,9,Cloudy,Afternoon,2.5,24.2,Open,21.99
21.58,21.4,31.57,1,Stormy,Afternoon,2.6,10.2,Closed,22.01
22.02,11.23,44.28,4,Rainy,Morning,2.3,17.4,Open,23.5
28.68,32.8,68.87,6,Rainy,Evening,5.1,12.1,Closed,20.5
32.11,28.72,61.32,6,Rainy,Morning,8.1,25.5,Open,20.5
25.07,26.08,56.43,9,Humid,Afternoon,4.1,12.4,Open,23
22.39,41.77,29.45,1,Rainy,Evening,1.5,49.4,Open,24.5
32.74,15.88,58.47,5,Stormy,Evening,7.5,41.3,Closed,20
29.38,10.34,37.38,1,Cloudy,Night,6.3,26.8,Closed,23.01
25.62,12.57,46.53,6,Rainy,Afternoon,5.1,41.6,Closed,22.49
26.29,17.82,50.46,9,Windy,Morning,9.7,26.7,Closed,20.99
21.47,11.16,50.47,4,Cloudy,Morning,5,35.9,Closed,22.01
28.66,27.6,56.33,9,Stormy,Night,7.5,42.9,Closed,20
24.1,20.99,53.09,3,Humid,Afternoon,2,37.4,Closed,22
34.93,16.32,23.42,7,Stormy,Morning,4.5,13.4,Open,23.01
26.16,36.25,42.87,5,Humid,Morning,2.5,11.7,Closed,23.01
26.26,17.16,53.2,1,Cloudy,Morning,3.8,32.8,Open,23
27.62,34.07,34.8,7,Humid,Evening,5.1,17.9,Open,24
33.58,22.22,35.65,8,Cloudy,Evening,2.2,49.4,Open,23.99
31.61,27.91,26.23,6,Stormy,Night,8.1,10.7,Open,22
25.67,42.69,40.93,1,Stormy,Night,4.1,39.9,Closed,21.99
30.22,11.31,69.34,9,Humid,Morning,9,11.7,Closed,20
27.97,27.51,34.27,7,Windy,Afternoon,6.9,34.4,Open,24.01
26.37,39.9,46.57,6,Stormy,Afternoon,2.2,26.8,Closed,22.01
21.27,30.58,57.16,4,Humid,Night,6.6,35.3,Closed,22
25.89,19.69,20.67,3,Rainy,Afternoon,0.7,40.5,Open,24.51
22.18,23.92,65.02,4,Cloudy,Afternoon,8.2,11.3,Closed,20.01
33.55,33.81,39.33,1,Rainy,Morning,9.8,30.9,Closed,21.49
23.7,41.18,63.46,9,Rainy,Morning,6.9,47.7,Closed,20.51
34.19,11.44,21.95,2,Rainy,Afternoon,9.3,18.7,Open,22.51
27.06,12.5,27.28,2,Humid,Morning,3.3,13.1,Open,24
28.74,21.38,36.13,3,Stormy,Afternoon,4.5,40.8,Open,23
27.23,18.15,37.27,1,Rainy,Afternoon,4.5,39.7,Closed,22.5
20.2,19.27,62.39,3,Humid,Evening,1.6,25.6,Open,22.99
24.39,17.74,20.56,4,Stormy,Afternoon,8.1,43.2,Open,22
19.69,16.85,52.06,9,Cloudy,Evening,5.2,31.8,Closed,22.01
28.59,14.57,26.57,5,Stormy,Night,5.2,29,Open,22.99
25.6,42.69,61.16,6,Stormy,Afternoon,6.9,42.9,Closed,20
31.23,15.05,58.93,1,Rainy,Night,2.1,13.9,Closed,21.49
21.75,17.15,,3,Humid,Morning,8.2,19,Open,22.99
20.8,18.62,30.63,7,Windy,Evening,4,27.8,Closed,22.99
24.91,42.66,51.72,7,Cloudy,Night,1.3,13.4,Closed,23
33.75,36.45,27.81,1,Humid,Morning,2.3,49.8,Closed,23.01
30.08,37.64,29.5,9,Rainy,Afternoon,2.9,22.5,Open,23.49
25.12,13.67,51.33,1,Humid,Evening,2.2,47.9,Closed,21.99
26.79,39.27,69.56,7,Windy,Afternoon,2.8,29,Closed,21
19.43,24.29,64.55,2,Cloudy,Night,10,47,Closed,20
34.74,19.2,49.66,9,Stormy,Afternoon,5.6,27.6,Open,23
29.33,30.15,46.93,9,Cloudy,Morning,6.2,42.6,Closed,22.99
22.85,38.78,69.92,9,Windy,Night,2.1,40,Closed,21
27.96,37.25,47.37,4,Cloudy,Evening,0.9,47.9,Open,25
19.86,41.15,41.01,6,Cloudy,Morning,3.4,35.5,Open,24
34.42,42.48,65.48,2,Rainy,Morning,7.8,19.1,Closed,19.5
20.97,18.33,31.71,3,Stormy,Evening,5.8,31.7,Open,22.99
29.02,24.84,24.88,6,Windy,Morning,0.6,15.8,Closed,24
22.17,10.51,51.7,1,Rainy,Night,8,23.4,Open,21.5
30.2,40.78,24.79,7,Cloudy,Afternoon,1.5,41.6,Open,25
31.21,15.41,38.66,2,Cloudy,Evening,4.7,10.6,Closed,23
29.45,40.15,41.18,8,Humid,Evening,10,34.8,Closed,22.01
28.45,21.53,47.38,5,Rainy,Night,1.7,37.7,Open,24.5
33.17,22.88,69.58,7,Windy,Night,8.2,46,Closed,20
19.34,11.37,31.05,8,Windy,Evening,8.1,40.3,Open,23
23.63,21.44,38.79,3,Windy,Evening,4.7,26.1,Closed,23.01
22.22,41.09,26.61,6,Windy,Evening,9.9,40.6,Closed,
34.8,10.89,50.38,9,Cloudy,Evening,3.4,35,Closed,22
24.62,24.22,56.38,4,Cloudy,Night,3.5,33.5,Open,23
30.45,11.1,44.1,7,Rainy,Afternoon,1.9,12.9,Closed,23.51
29.64,22.98,32.29,1,Stormy,Evening,4,31.6,Open,23
21.61,16.04,51.04,7,Windy,Morning,3.3,44.7,Closed,21.99
22.06,18.83,46.96,9,Cloudy,Morning,6.2,27.5,Closed,23
22.78,40.72,28.56,8,Rainy,Morning,0.9,38.2,Closed,23.51
24.99,25.26,40.28,4,Windy,Night,3.4,46.1,Open,24
21.98,19.58,41.76,3,Stormy,Evening,0.5,31.4,Open,24.01
18.33,30.63,69.13,7,Windy,Night,0.6,13.5,Open,23
32.95,14.97,62.46,1,Humid,Morning,8.3,12.2,Closed,20.01
34.42,19.08,56.72,8,Windy,Afternoon,7.6,41.9,Open,22
23.81,29.12,64.44,1,Humid,Morning,7.6,11.3,Open,21.01
23.75,18.31,56.77,7,Stormy,Evening,3.9,50,Closed,21
18.12,33.77,65.17,6,Humid,Afternoon,7.1,15.1,Open,21
29.56,27.2,22.73,8,Stormy,Afternoon,2.9,41,Closed,22
32.03,37.02,42.8,6,Rainy,Afternoon,3.4,44.7,Closed,22.49
20.49,43.19,57.34,5,Humid,Morning,5.8,22.3,Closed,21.99
20.71,14.05,49.16,9,Windy,Night,7.1,31.7,Closed,22.01
31.43,21.71,28.76,4,Windy,Morning,3,48.1,Closed,23
28.48,21.18,37.02,7,Rainy,Evening,7,48.2,Open,23.5
18.76,15.29,35.89,6,Cloudy,Afternoon,9.6,47.2,Open,23
28.58,38.36,33.07,6,Stormy,,5.2,21,Open,23
23.25,36.6,37.16,5,Cloudy,Night,4.4,12.4,Open,24
24.27,26.95,45.74,2,Cloudy,Evening,2.7,14.1,Closed,23
31.09,28.82,62.74,4,Rainy,Evening,3.9,15.7,Open,21.5
31.79,12.08,57.1,1,Rainy,Evening,5.5,36.9,Open,22.5
24.81,29.44,61.76,9,Humid,Afternoon,9.5,42.1,Closed,20.01
34.1,37.7,64.18,9,Humid,Afternoon,3,12,Closed,20.99
24.91,30.08,40.81,8,Humid,Evening,2.7,45.6,Closed,23
31.12,19.29,37.3,4,Humid,Afternoon,9.6,39.9,Closed,22
26.23,33.36,22.88,5,Humid,Morning,6.3,31.2,Open,24
33.26,22.65,66.52,1,Windy,Night,7.5,49.6,Closed,19.99
33.43,29.07,23.29,4,Rainy,Afternoon,8.4,20.6,Open,22.49
19.49,27.06,57.06,4,Stormy,Night,1.3,18.7,Open,23.01
33.92,23.34,38.91,5,Stormy,Morning,5.1,23.4,Open,23.01
32.03,35.16,67.44,2,Stormy,Afternoon,1.8,31.1,Open,22
31.45,40.94,40.98,2,Stormy,Evening,6.4,25.5,Closed,22.01
21.42,10.18,60.83,2,Stormy,Evening,9.6,43.2,Open,20.01
31.69,42.68,34.13,8,Windy,Morning,1,45.8,Open,24.99
32.45,27.9,34.95,2,Rainy,Morning,3.1,48.7,Closed,22.51
22.92,34.53,49.78,6,Humid,Afternoon,10,42.7,Open,23.01
34.19,39.95,69.9,2,Humid,Morning,0.6,34.3,Closed,22.01
18.85,26.35,45.88,8,Humid,Night,1.8,34.5,Closed,24.01
20.55,39.22,66.82,1,Rainy,Evening,1.3,17.5,Closed,21.5
27.14,16.22,59.31,2,Rainy,Afternoon,7.8,20.5,Closed,20.51
27.79,15.57,59.79,5,Windy,Morning,7.6,49.9,Closed,21.01
28.97,33.01,41.8,6,Windy,Night,7.9,20.5,Open,22.99
18.29,40.46,39.33,9,Humid,Evening,7.9,28.7,Open,22.99
34.33,41.23,29.6,6,Rainy,Evening,8.4,25.4,Open,22.49
18.76,32.53,68.2,8,Humid,Afternoon,7.8,37.5,Closed,20
20.43,28.39,67.97,7,Windy,Afternoon,5.1,23.4,Open,22.01
18.24,21.6,57.35,1,Humid,Afternoon,7.6,37.3,Open,22.01
27.64,44.3,34.81,2,Windy,Afternoon,6.2,48.4,Closed,22.99
33.85,21.19,32.26,4,Cloudy,Morning,4,20.1,Closed,23
29.32,36.05,69.43,1,Stormy,Afternoon,8.4,24.8,Open,20
31.99,28.62,23.33,8,Cloudy,Morning,8,23.7,Open,23.01
18.23,31.3,62.18,4,Humid,Night,2.1,22,Closed,21.01
27.21,23.77,37.77,7,Humid,Night,0.7,20.8,Open,25.01
25.81,43.77,40.94,7,Rainy,Evening,3.5,35.2,Open,23.5
26.48,30.01,61.6,8,Stormy,Night,4.3,31.9,Open,21.01
19.23,42.82,24.53,9,Windy,Night,2.2,30.3,Open,24
29.64,10.27,37.71,9,Humid,Afternoon,8.6,42,Closed,22
26.55,30.04,67.6,7,Windy,Afternoon,0.8,15.9,Open,23.01
31.01,35.1,54.95,9,Windy,Afternoon,5.1,16.8,Closed,22
26.25,36.08,57.75,5,Windy,Night,1,30.5,Closed,23.01
20.54,41.67,57.88,4,Cloudy,Afternoon,5.6,24.1,Closed,22
29.02,10.15,23.03,3,Windy,Afternoon,4.9,17,Open,24.01
20.93,10.01,30.16,6,Rainy,Afternoon,7.9,37.6,Open,22.51
32.83,26.53,44.56,9,Cloudy,Afternoon,7.1,29.8,Open,23
28.42,11.03,38.41,4,Cloudy,Morning,8.5,18.1,Closed,22
20.67,44.11,40.55,2,Humid,Afternoon,5.7,20.6,Open,24
34.36,17.77,59.07,3,Stormy,Night,8.3,38.9,Closed,20
26.81,26.54,20.73,3,Stormy,Afternoon,7.3,23.1,Open,21.99
19.24,12.14,53.02,2,Humid,Afternoon,7.9,18.2,Closed,21.01
28.66,28.27,20.01,9,Stormy,Morning,6.2,48.6,Closed,21.99
22.3,23.3,23.15,4,Windy,Afternoon,7.3,13.5,Closed,22.01
31.66,11.56,40.41,3,Rainy,Afternoon,4.3,15.9,Closed,22.5
31.9,21.73,62.05,6,Windy,Evening,1.3,38.7,Open,23.01
34.64,23.7,27.25,8,Stormy,Afternoon,4.5,27,Closed,22.01
26.53,44.65,47.73,8,Stormy,Night,2.1,40.1,Closed,22.01
25.73,17.28,53.93,6,Rainy,Evening,6.5,32.1,Open,22.5
30.81,29.07,31.48,5,Cloudy,Evening,3,11.6,Closed,23
20.25,44.56,45.62,7,Cloudy,Night,9.6,37.4,Open,23.01
27.3,37.72,65.57,3,Rainy,Night,3.1,42.2,Open,21.5
27.29,44.77,45.61,2,Cloudy,Afternoon,1.4,32.1,Open,25
19.52,43.89,27.87,8,Stormy,Afternoon,8.9,22.3,Open,22
25.11,27.13,51.39,9,Cloudy,Afternoon,4.4,10.6,Open,23
32.51,34.37,49.61,6,Stormy,Evening,3.9,46.3,Open,23
32.55,13.87,21.35,4,Humid,Night,8.9,38.3,Open,23
19.69,25.44,24.53,6,Windy,Morning,6.7,11.8,Closed,22.99
19.54,38.32,27.84,7,Cloudy,Morning,5.6,43.6,Closed,23
22.47,27.69,26.81,8,Humid,Afternoon,3.6,12.1,Open,24.01
32.87,34.59,32.97,3,Cloudy,Night,3.3,38.5,Closed,22.99
20.19,36.1,42.71,6,Humid,Afternoon,6,37.8,Open,24
30.24,18.87,38.59,6,Rainy,Evening,5.3,46.6,Open,23.49
19.72,40.65,64.53,7,Humid,Evening,3.1,16.6,Closed,21
28.59,26.09,50.61,4,Stormy,Morning,2.2,32.7,Open,22
24.05,17.36,63.81,6,Rainy,Night,8.3,31.8,Open,20.51
31.41,40.29,46.35,2,Rainy,Night,7,11.4,Open,23.51
21.97,24.62,24.49,8,Stormy,Evening,9.9,35.5,Closed,20.99
28.87,36.26,43.16,3,Cloudy,Night,5.4,20.2,Closed,22.99
22.01,29.18,61.1,9,Rainy,Morning,9.9,23.3,Closed,19.5
30.13,23.37,29.71,8,Cloudy,Afternoon,4.9,19.7,Open,24.01
32.85,38.35,24.56,6,Windy,Night,5.6,12.2,Closed,22.99
20.16,30.46,36.47,2,Humid,Night,2.5,16.7,Open,23.99
32.73,23.67,39.44,8,Humid,Morning,1.9,18.3,Closed,24
28.09,13.84,35.31,6,Stormy,Morning,9.4,33.1,Open,22
20.16,41.34,26.76,1,Stormy,Afternoon,9.8,15.4,Closed,20.99
25.27,11.24,32.54,6,Humid,Morning,5.7,46.8,Closed,23
20.73,40.21,54.11,5,Windy,Evening,3.1,19.3,Closed,21.99
29.91,22.6,39.3,6,Stormy,Evening,9.5,36.1,Closed,21
30.9,32.38,51.63,1,Windy,Afternoon,8.1,16.3,Open,22.01
19.8,42.28,46.82,4,Stormy,Afternoon,2.2,41.8,Open,23
26.6,15.31,47.45,7,Rainy,Night,3.3,12.9,Closed,22.5
31.85,29.84,32.43,5,Cloudy,Evening,0.5,39.5,Closed,24
33.91,36.76,46.08,6,Humid,Evening,6,25.7,Closed,22.99
26.73,36.52,21.18,2,Cloudy,Evening,5.5,28.6,Open,24
34.15,28.4,41.59,8,Humid,Evening,2.1,24.7,Open,23.99
27.11,31.87,48.63,4,Stormy,Morning,3.7,26.1,Open,23.01
24.7,36.51,29.1,6,Cloudy,Evening,9.4,10.2,Open,23
32.42,39.44,32.83,3,Windy,Afternoon,6.7,11,Open,24
26.38,36.66,30.98,9,Stormy,Night,8.7,41.8,Open,22
26.02,22.39,23.53,8,Rainy,Night,8.5,18.5,Open,22.51
26.34,44.89,37.39,6,Cloudy,Afternoon,9.2,34.3,Closed,22
32.4,25.21,68.95,9,Cloudy,Evening,0.9,36.1,Closed,21.99
32.14,10.86,37.69,9,Rainy,Morning,3,37.9,Open,23.49
24.86,22.69,43.03,2,Humid,Evening,4.4,33.9,Closed,22.99
23.67,14.47,52.65,9,Stormy,Evening,6.6,35.2,Open,22
26.36,14.25,52.42,8,Rainy,Afternoon,6.3,33.3,Open,22.5
27.74,19.85,67.49,2,Windy,Night,2.8,47.1,Open,22
22.05,11.87,62.88,9,Stormy,Night,2.3,36.6,Closed,19.99
31.5,34.1,59.7,5,Rainy,Night,4.7,24.1,Open,22.51
26.27,12.59,67.58,9,Rainy,Afternoon,2.9,24.3,Open,21.49
23.68,17.12,31.54,3,Cloudy,Morning,9.7,13.2,Open,23
19.82,13.25,50.85,4,Cloudy,Morning,9.7,49.7,Open,22.01
22.06,12.21,64.36,1,Cloudy,Night,1.6,45.6,Closed,22.01
34.14,19.37,51.21,5,Stormy,Night,7.2,11.7,Closed,20
23.19,30.02,68.87,7,Humid,Morning,2.7,44.5,Closed,21
20.87,43.76,25.02,7,Stormy,Afternoon,7.3,15.5,Closed,21
25.83,40.64,41.97,6,Cloudy,Morning,7.8,19.6,Closed,21.99
23.22,40.66,68.87,6,Cloudy,Evening,1,37.2,Open,23
18.6,16.16,38.98,8,Stormy,Evening,7.1,39.2,Closed,21
23.49,19.27,56.98,9,Rainy,Afternoon,9,30.2,Closed,20.5
27.25,12.67,21.52,4,Rainy,Night,2.6,48.7,Closed,22.49
27.38,37.25,54.74,4,Cloudy,Evening,1.6,29.6,Closed,23
24.06,12.44,66.73,8,Cloudy,Morning,5.9,20.3,Closed,21
25.6,29.48,39.14,5,Humid,Evening,5.4,10.4,Closed,23
34.41,18.68,21.06,9,Rainy,Morning,8.9,44.7,Open,22.5
24.41,18.52,21.4,6,Humid,Morning,4.8,25.8,Closed,23
